Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1172,US-2020-100279,3/10/2020,3/14/2020,Standard Class,SW-20275,Scott Williamson,Consumer,INDIA,Gwalior,Madhya Pradesh,48073,North,OFF-PA-10002259,Office Supplies,Paper,Geographics Note Cards,,,,
1173,CA-2020-158064,4/21/2020,4/25/2020,Standard Class,AA-10375,Allen Armold,Consumer,INDIA,Ahmedabad,Gujarat,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.58
1174,US-2021-104430,10/22/2021,10/26/2021,Standard Class,LT-17110,Liz Thompson,Consumer,INDIA,Bilaspur,Chattisgarh,495001,North,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.18,4,0.8,-7.76
1175,CA-2021-132080,8/22/2021,8/25/2021,First Class,DP-13105,Dave Poirier,Corporate,INDIA,Bhubaneshwar,Odissa,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages",,,,
1176,CA-2022-161207,8/29/2022,9/3/2022,Standard Class,AB-10060,Adam Bellavance,Home Office,INDIA,Vishakhapatnam,Andhra Pradesh,3301,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.1
1177,CA-2020-120243,12/27/2020,12/30/2020,Second Class,AT-10435,Alyssa Tate,Home Office,INDIA,Ahmedabad,Gujarat,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,4,0,5.43
1178,CA-2022-113621,12/1/2022,12/5/2022,Standard Class,JE-15745,Joel Eaton,Consumer,INDIA,Kolkata,West Bengal,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0,51.75
1179,CA-2022-113621,12/1/2022,12/5/2022,Standard Class,JE-15745,Joel Eaton,Consumer,INDIA,Kolkata,West Bengal,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0,44.99
1180,CA-2022-168081,4/24/2022,4/27/2022,Second Class,CA-12055,Cathy Armstrong,Home Office,INDIA,Gwalior,Madhya Pradesh,77070,North,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.7,3,0.2,64.67
1181,CA-2020-128146,6/21/2020,6/25/2020,Standard Class,DB-13060,Dave Brooks,Consumer,INDIA,Kharagpur,West Bengal,721301,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0,357.19
1182,CA-2020-128146,6/21/2020,6/25/2020,Standard Class,DB-13060,Dave Brooks,Consumer,INDIA,Kharagpur,West Bengal,721301,East,OFF-AR-10001919,Office Supplies,Art,OIC #2 Pencils,,,,
1183,CA-2023-138779,1/14/2023,1/15/2023,First Class,RB-19570,Rob Beeghly,Consumer,INDIA,Vishakhapatnam,Andhra Pradesh,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,Tyvek  Top-Opening Peel & Seel Envelopes,,,,
1184,CA-2023-138779,1/14/2023,1/15/2023,First Class,RB-19570,Rob Beeghly,Consumer,INDIA,Vishakhapatnam,Andhra Pradesh,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.69
1185,CA-2020-127131,11/24/2020,11/30/2020,Standard Class,HR-14830,Harold Ryan,Corporate,INDIA,Mumbai,Maharashtra,400001,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.1,7,0.2,4.23
1186,CA-2020-127131,11/24/2020,11/30/2020,Standard Class,HR-14830,Harold Ryan,Corporate,INDIA,Mumbai,Maharashtra,400001,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0,9.72
1187,CA-2020-127131,11/24/2020,11/30/2020,Standard Class,HR-14830,Harold Ryan,Corporate,INDIA,Mumbai,Maharashtra,400001,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,4,0,12.44
1188,CA-2020-127131,11/24/2020,11/30/2020,Standard Class,HR-14830,Harold Ryan,Corporate,INDIA,Mumbai,Maharashtra,400001,West,OFF-ST-10000036,Office Supplies,Storage,Recycled Data-Pak for Archival Bound Computer Printouts,,,,
1189,CA-2023-117212,2/26/2023,2/28/2023,Second Class,BT-11530,Bradley Talbott,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,22.12
1190,CA-2023-117212,2/26/2023,2/28/2023,Second Class,BT-11530,Bradley Talbott,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.54,8,0.2,66.72
1191,CA-2023-117212,2/26/2023,2/28/2023,Second Class,BT-11530,Bradley Talbott,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.22,3,0.2,89.22
1192,CA-2023-117212,2/26/2023,2/28/2023,Second Class,BT-11530,Bradley Talbott,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0,109.72
1193,CA-2023-117212,2/26/2023,2/28/2023,Second Class,BT-11530,Bradley Talbott,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0,11.33
1194,US-2021-130519,9/15/2021,9/15/2021,Same Day,NG-18355,Nat Gilpin,Corporate,INDIA,Hyderabad,Telangana,33065,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.55,3,0.2,5.44
1195,US-2021-130519,9/15/2021,9/15/2021,Same Day,NG-18355,Nat Gilpin,Corporate,INDIA,Hyderabad,Telangana,33065,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.71,4,0.2,2.55
1196,US-2021-130519,9/15/2021,9/15/2021,Same Day,NG-18355,Nat Gilpin,Corporate,INDIA,Hyderabad,Telangana,33065,South,OFF-ST-10001321,Office Supplies,Storage,Decoflex Hanging Personal Folder File,,,,
1197,US-2021-130519,9/15/2021,9/15/2021,Same Day,NG-18355,Nat Gilpin,Corporate,INDIA,Hyderabad,Telangana,33065,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.97,1,0.2,-2.1
1198,CA-2022-130946,4/8/2022,4/12/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.93,9,0.2,64.79
1199,CA-2022-130946,4/8/2022,4/12/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.98,4,0.3,-4.11
1200,CA-2022-130946,4/8/2022,4/12/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.79,4,0.8,-1850.95
1201,CA-2022-114727,7/18/2022,7/24/2022,Standard Class,LS-16945,Linda Southworth,Corporate,INDIA,Alwar,Rajasthan,80219,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.01,3,0.2,40.8
1202,CA-2022-114727,7/18/2022,7/24/2022,Standard Class,LS-16945,Linda Southworth,Corporate,INDIA,Alwar,Rajasthan,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.87,3,0.7,-1.44
1203,CA-2022-114727,7/18/2022,7/24/2022,Standard Class,LS-16945,Linda Southworth,Corporate,INDIA,Alwar,Rajasthan,80219,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.35,3,0.2,10.68
1204,CA-2022-114727,7/18/2022,7/24/2022,Standard Class,LS-16945,Linda Southworth,Corporate,INDIA,Alwar,Rajasthan,80219,West,OFF-ST-10002292,Office Supplies,Storage,Sauder Facets Collection Locker/File Cabinet,,,,
1205,CA-2022-114727,7/18/2022,7/24/2022,Standard Class,LS-16945,Linda Southworth,Corporate,INDIA,Alwar,Rajasthan,80219,West,OFF-ST-10000689,Office Supplies,Storage,Fellowes Strictly Business Drawer File,,,,
1206,CA-2023-133235,8/1/2023,8/4/2023,First Class,LH-16750,Larry Hughes,Consumer,INDIA,Amravati,Andhra Pradesh,521225,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,17
1207,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-ST-10004634,Office Supplies,Storage,Personal Folder Holder,,,,
1208,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.14,3,0.2,3.2
1209,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0,6.89
1210,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0,10.47
1211,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.54,2,0.2,2.88
1212,CA-2022-137050,7/14/2022,7/18/2022,Second Class,SW-20755,Steven Ward,Corporate,INDIA,Bhubaneshwar,Odissa,750909,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.14,4,0.2,21.72
1213,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.37,2,0.3,-48.47
1214,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.04,2,0.7,-2.33
1215,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper,,,,
1216,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,OFF-AR-10003602,Office Supplies,Art,Quartet Omega Colored Chalk,,,,
1217,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.76
1218,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,FUR-FU-10001867,Furniture,Furnishings,Eldon Expressions Punched Metal & Wood Desk Accessories,,,,
1219,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.7,3,0.2,64.67
1220,US-2023-118087,9/9/2023,9/13/2023,Standard Class,SP-20620,Stefania Perrino,Corporate,INDIA,Kolkata,West Bengal,19134,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.96,7,0.4,-386.39
1221,CA-2020-110184,7/12/2020,7/16/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,44.96
1222,CA-2020-110184,7/12/2020,7/16/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,INDIA,Ahmedabad,Gujarat,380001,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.94,8,0.2,28.79
1223,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,FUR-FU-10001602,Furniture,Furnishings,Eldon Delta Triangular Chair Mat,,,,
1224,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,TEC-AC-10001432,Technology,Accessories,Enermax Jodhpur Lite Keyboard,78.15,1,0,34.39
1225,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.73,1,0.2,0.6
1226,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,0,19.87
1227,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0,3.66
1228,CA-2022-126004,12/4/2022,12/5/2022,First Class,BM-11140,Becky Martin,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0,11.63
1229,CA-2023-100013,11/6/2023,11/11/2023,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.49
1230,CA-2023-100013,11/6/2023,11/11/2023,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0,2.97
1231,CA-2023-100013,11/6/2023,11/11/2023,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.76
1232,CA-2021-132570,10/31/2021,11/2/2021,Second Class,KT-16480,Kean Thornton,Consumer,INDIA,Bhubaneshwar,Odissa,14215,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,0,0.72
1233,CA-2021-132570,10/31/2021,11/2/2021,Second Class,KT-16480,Kean Thornton,Consumer,INDIA,Bhubaneshwar,Odissa,14215,East,OFF-EN-10003055,Office Supplies,Envelopes,Blue String-Tie & Button Interoffice Envelopes,,,,
1234,CA-2022-153682,5/30/2022,6/1/2022,First Class,BG-11695,Brooke Gillingham,Corporate,INDIA,Bhubaneshwar,Odissa,45231,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.99,2,0.4,70
1235,CA-2022-144344,10/28/2022,10/28/2022,Same Day,PG-18820,Patrick Gardner,Consumer,INDIA,Hyderabad,Telangana,33437,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.95,3,0.2,13.79
1236,CA-2022-144344,10/28/2022,10/28/2022,Same Day,PG-18820,Patrick Gardner,Consumer,INDIA,Hyderabad,Telangana,33437,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.43,5,0.7,-29.94
1237,CA-2022-144344,10/28/2022,10/28/2022,Same Day,PG-18820,Patrick Gardner,Consumer,INDIA,Hyderabad,Telangana,33437,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.97,2,0.2,0
1238,CA-2022-144344,10/28/2022,10/28/2022,Same Day,PG-18820,Patrick Gardner,Consumer,INDIA,Hyderabad,Telangana,33437,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.05,3,0.2,41.26
1239,CA-2020-127012,8/11/2020,8/15/2020,Standard Class,GM-14680,Greg Matthias,Consumer,INDIA,Mumbai,Maharashtra,98105,West,FUR-FU-10003691,Furniture,Furnishings,Eldon Image Series Desk Accessories,,,,
1240,CA-2020-127012,8/11/2020,8/15/2020,Standard Class,GM-14680,Greg Matthias,Consumer,INDIA,Mumbai,Maharashtra,98105,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0,10.65
1241,CA-2020-127012,8/11/2020,8/15/2020,Standard Class,GM-14680,Greg Matthias,Consumer,INDIA,Mumbai,Maharashtra,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box,,,,
1242,CA-2022-128727,8/29/2022,9/4/2022,Standard Class,MO-17800,Meg O'Connel,Home Office,INDIA,Bhubaneshwar,Odissa,750017,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,0,5.5
1243,US-2022-162859,2/15/2022,2/22/2022,Standard Class,PG-18820,Patrick Gardner,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.35,3,0.2,124.49
1244,US-2022-162859,2/15/2022,2/22/2022,Standard Class,PG-18820,Patrick Gardner,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.58
1245,CA-2023-133641,5/14/2023,5/21/2023,Standard Class,EJ-14155,Eva Jacobs,Consumer,INDIA,Kochi,Kerala,39503,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0,23.86
1246,CA-2020-168494,12/12/2020,12/14/2020,Second Class,NP-18700,Nora Preis,Consumer,INDIA,Ahmedabad,Gujarat,93727,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.69,6,0.2,95.59
1247,CA-2020-168494,12/12/2020,12/14/2020,Second Class,NP-18700,Nora Preis,Consumer,INDIA,Ahmedabad,Gujarat,93727,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.85,12,0.2,135.41
1248,CA-2020-168494,12/12/2020,12/14/2020,Second Class,NP-18700,Nora Preis,Consumer,INDIA,Ahmedabad,Gujarat,93727,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.97,3,0.15,12
1249,CA-2023-115602,12/18/2023,12/24/2023,Standard Class,DJ-13630,Doug Jacobs,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82,6,0,17.47
1250,CA-2023-115602,12/18/2023,12/24/2023,Standard Class,DJ-13630,Doug Jacobs,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.94,9,0.1,139.57
1251,CA-2023-115602,12/18/2023,12/24/2023,Standard Class,DJ-13630,Doug Jacobs,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0,511.37
1252,CA-2023-115602,12/18/2023,12/24/2023,Standard Class,DJ-13630,Doug Jacobs,Consumer,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0,1.38
1253,CA-2021-154956,7/4/2021,7/9/2021,Standard Class,IM-15070,Irene Maddox,Consumer,INDIA,Korba,Chattisgarh,53209,North,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0,285.99
1254,CA-2023-144638,3/10/2023,3/14/2023,Standard Class,MH-18115,Mick Hernandez,Home Office,INDIA,Mushirabad,West Bengal,19013,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.25,2,0.2,0.59
1255,CA-2023-144638,3/10/2023,3/14/2023,Standard Class,MH-18115,Mick Hernandez,Home Office,INDIA,Mushirabad,West Bengal,19013,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.38
1256,CA-2023-144638,3/10/2023,3/14/2023,Standard Class,MH-18115,Mick Hernandez,Home Office,INDIA,Mushirabad,West Bengal,19013,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.7,1,0.2,0.5
1257,CA-2023-144638,3/10/2023,3/14/2023,Standard Class,MH-18115,Mick Hernandez,Home Office,INDIA,Mushirabad,West Bengal,19013,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.87,2,0.2,11.52
1258,US-2022-168620,12/24/2022,12/28/2022,Second Class,RB-19795,Ross Baird,Home Office,INDIA,Amravati,Andhra Pradesh,521225,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.88,3,0.7,-20.45
1259,US-2022-168620,12/24/2022,12/28/2022,Second Class,RB-19795,Ross Baird,Home Office,INDIA,Amravati,Andhra Pradesh,521225,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.05,3,0.2,-47.25
1260,US-2022-168620,12/24/2022,12/28/2022,Second Class,RB-19795,Ross Baird,Home Office,INDIA,Amravati,Andhra Pradesh,521225,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,76.7
1261,CA-2023-117079,10/23/2023,10/27/2023,Standard Class,JR-15700,Jocasta Rupert,Consumer,INDIA,Hyderabad,Telangana,32216,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.99
1262,US-2022-144393,10/28/2022,11/4/2022,Standard Class,SM-20950,Suzanne McNair,Corporate,INDIA,Vishakhapatnam,Andhra Pradesh,27834,South,OFF-BI-10004236,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binder,,,,
1263,CA-2023-105053,7/7/2023,7/9/2023,Second Class,CS-12355,Christine Sundaresam,Consumer,INDIA,Bhubaneshwar,Odissa,11561,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.47,3,0.2,6.33
1264,CA-2022-155992,10/1/2022,10/2/2022,First Class,CC-12220,Chris Cortes,Consumer,INDIA,Raipur,Chattisgarh,46350,North,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0,18.87
1265,CA-2022-155992,10/1/2022,10/2/2022,First Class,CC-12220,Chris Cortes,Consumer,INDIA,Raipur,Chattisgarh,46350,North,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0,10.88
1266,CA-2023-110380,9/2/2023,9/7/2023,Standard Class,PF-19225,Phillip Flathmann,Consumer,INDIA,Surat,Gujarat,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0,1.77
1267,US-2020-167738,12/24/2020,12/29/2020,Standard Class,JC-16105,Julie Creighton,Corporate,INDIA,Ahmedabad,Gujarat,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0,41.43
1268,US-2020-167738,12/24/2020,12/29/2020,Standard Class,JC-16105,Julie Creighton,Corporate,INDIA,Ahmedabad,Gujarat,90045,West,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair,,,,
1269,CA-2023-121412,9/23/2023,9/27/2023,Standard Class,BG-11695,Brooke Gillingham,Corporate,INDIA,Jaipur,Rajasthan,80027,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.33,3,0.2,3.67
1270,CA-2023-100426,6/4/2023,6/8/2023,Standard Class,DC-12850,Dan Campbell,Consumer,INDIA,Chennai,Tamil Nadu,35630,South,OFF-PA-10002870,Office Supplies,Paper,Ampad Phone Message Book,,,,
1271,US-2022-103646,4/21/2022,4/26/2022,Standard Class,SP-20545,Sibella Parks,Corporate,INDIA,Raipur,Chattisgarh,492002,North,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.34,4,0.2,-12.79
1272,US-2022-103646,4/21/2022,4/26/2022,Standard Class,SP-20545,Sibella Parks,Corporate,INDIA,Raipur,Chattisgarh,492002,North,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.79,3,0.8,-126.86
1273,US-2022-103646,4/21/2022,4/26/2022,Standard Class,SP-20545,Sibella Parks,Corporate,INDIA,Raipur,Chattisgarh,492002,North,OFF-BI-10002854,Office Supplies,Binders,Performers Binder/Pad Holder,,,,
1274,CA-2022-119186,5/26/2022,5/26/2022,Same Day,MS-17710,Maurice Satty,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.37,2,0.2,3.63
1275,CA-2022-119186,5/26/2022,5/26/2022,Same Day,MS-17710,Maurice Satty,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.78
1276,CA-2022-119186,5/26/2022,5/26/2022,Same Day,MS-17710,Maurice Satty,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.35,3,0.2,5.2
1277,CA-2022-119186,5/26/2022,5/26/2022,Same Day,MS-17710,Maurice Satty,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.99,1,0.2,-7.2
1278,CA-2022-148698,5/2/2022,5/7/2022,Standard Class,BD-11770,Bryan Davis,Consumer,INDIA,Gwalior,Madhya Pradesh,77070,North,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.35,3,0.2,5.4
1279,CA-2020-163293,9/8/2020,9/11/2020,First Class,KC-16255,Karen Carlisle,Corporate,INDIA,Mysore,Karnataka,31204,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0,12.86
1280,CA-2020-163293,9/8/2020,9/11/2020,First Class,KC-16255,Karen Carlisle,Corporate,INDIA,Mysore,Karnataka,31204,South,TEC-AC-10000023,Technology,Accessories,Maxell 74 Minute CD-R Spindle,,,,
1281,CA-2022-160815,9/5/2022,9/6/2022,First Class,TR-21325,Toby Ritter,Consumer,INDIA,Indore,Madhya Pradesh,52402,North,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0,80.74
